m,merr,pt,p
5752.538,14.685,5760.1385889,112062.117221
4955.781,14.104,5245.83993771,98503.9231432
4797.93,11.497,821.050357591,31919.5314839
6782.587,27.669,1092.05946367,75282.4212159
5307.868,15.821,7039.47085092,136611.419543
4959.684,15.088,5625.1083804,113977.032612
6067.585,14.597,5425.51779915,110500.225772
4959.684,15.088,5625.1083804,113977.032612
4971.213,14.981,5425.51779915,110500.225772
5253.098,11.464,6313.18643249,72187.640459
5257.106,17.219,17653.9253854,191281.747229
5273.697,9.921,3450.97433036,48664.4847431
5295.634,10.262,4440.41232123,35919.9875162
5297.881,12.97,22498.6895289,149619.872393
5267.264,13.554,8251.6384273,72584.9984036
5290.28,11.418,10560.962381,72107.9144819
5366.204,11.457,1992.39020518,86557.1736548
5606.244,12.355,2886.99269145,64194.9801355
5540.573,12.15,2611.17552771,56388.8397767
5275.436,11.209,3001.2829693,56725.742571
6057.941,17.133,27679.2131497,192781.8888
5298.164,13.596,4833.4713474,91839.3501118
5369.742,14.263,8678.48055598,138888.643344
5247.129,12.384,11277.6915828,119683.81777
5248.162,12.382,11278.0700348,119691.847703
5336.194,14.737,8865.43075372,163549.728005
5297.211,14.316,8155.21818899,109483.087003
5357.869,12.278,11539.1557242,79952.0914181
5269.882,11.884,4025.60649585,58811.396991
5290.373,12.818,1914.03379119,66177.4553485
5272.125,9.215,1593.17284163,39910.0516813
5291.865,13.425,6704.03022429,123480.113214
5429.134,28.618,6559.40599516,358689.381431
5297.806,26.997,7010.03639098,387137.801765
5488.806,30.948,6200.17969498,384413.884345
4816.252,28.348,6555.25679772,358560.847043
5908.91,31.246,6140.65082572,378044.165231
5916.164,31.203,6138.06491717,378052.012196
5898.863,31.177,6137.73711112,378085.992395
6294.805,31.664,6138.06491717,378052.012196
5745.058,31.055,6137.73711112,378085.992395
5503.635,11.729,15703.0441076,88066.4064797
5320.028,14.257,4449.12182653,103762.398556
5299.286,14.118,11184.0244528,316659.474647
5282.947,12.228,3819.84370807,59419.169095
5673.248,12.629,3237.8413114,76079.9099429
5206.208,11.905,7162.10795111,72487.5028457
5349.826,10.361,1646.47871353,39000.350215
5335.604,14.433,4430.4780432,99511.4364609
5295.757,13.338,4218.21676375,70263.6228182
4844.403,11.85,5383.75526342,97980.1335363
5280.414,12.474,5674.68003353,105687.984586
5338.545,9.364,5582.29726615,44794.186887
5197.212,9.144,5084.91538645,39447.5338919
5288.819,18.393,2252.68607276,248902.044168
5333.318,14.476,2982.21058478,56101.5393167
5287.625,16.977,7297.91534049,143007.823472
5288.062,12.162,14766.9650778,109667.063679
5301.239,13.593,5948.05572324,138410.924604
4757.533,13.091,6094.91695055,140428.878634
5277.42,13.859,6068.05637704,134956.218476
5297.136,13.558,5945.05489504,138411.594941
5297.136,13.558,5945.05489504,138411.594941
5265.371,10.874,4175.90452518,66420.2116063
5496.462,19.835,21772.0163227,330002.680587
5314.933,10.981,2275.78604647,46265.82612
5275.099,10.986,11165.3674805,116449.821237
5244.227,14.341,11216.9341635,180195.798018
5293.767,12.725,9860.30983734,113273.140986
5353.409,29.811,21368.376904,562748.210685
5468.685,31.801,19318.6738395,512263.306299
6744.205,37.137,19109.810315,504024.48924
5374.229,31.859,19013.9921614,500692.332248
6744.205,37.137,19109.810315,504024.48924
5282.645,14.023,11515.3589956,185347.97084
5666.339,11.486,6116.72892456,65210.2288367
5265.938,15.059,13525.7842608,224107.330285
5312.245,11.028,3763.87236071,49179.3129787
5260.743,12.969,5843.71721131,73534.7742346
5266.177,14.765,3618.930953,139145.738911
5011.344,11.738,6979.8971839,114113.88645
4984.085,12.16,6380.6001639,118254.662691
5273.692,12.338,10953.421849,85599.8069118
5372.782,11.538,3352.20976113,46465.4588686
5231.852,26.285,12802.2134553,680008.471436
5288.332,13.783,3129.38846301,150590.009188
5283.088,13.791,3128.99996537,150591.670755
5484.449,13.724,3130.37456931,150590.50958
5293.05,13.779,3130.37456931,150590.50958
5296.365,14.679,8269.18509159,176853.228294
5220.12,16.648,6759.103103,178428.327882
5431.716,11.418,7205.54300667,104908.595323
5286.757,16.525,7580.41040172,136150.779473
5292.366,10.526,5837.31154092,95008.1720515
5146.485,14.799,8592.91508677,145191.591517
5367.568,17.331,17113.0018927,122867.952574
5286.506,13.822,3999.26509894,127557.059402
5579.494,13.391,8338.48703659,181188.244983
5295.944,12.057,3664.51586359,70567.7216737
5096.328,12.493,3834.99706117,69578.1587481
5199.276,11.844,3467.46850877,66985.4860438
5392.033,10.124,5022.39734378,63240.3687929
5352.217,21.446,11320.8178931,324242.301663
5283.515,21.458,11324.9054559,324318.84777
5280.766,19.313,12972.4806442,266781.685472
5285.545,12.558,8481.0961588,69416.3364621
5176.568,12.546,8486.18294199,69414.0699624
5310.693,16.071,7563.19717243,174918.966354
5306.795,13.28,8257.01602985,84715.8742059
5240.913,12.405,6883.86011126,65605.4947728
5196.478,13.809,24917.8396626,174986.499297
5300.064,11.067,4408.04410328,42863.2435004
5288.031,25.219,7749.60817793,329613.473886
4892.493,25.327,7749.2210469,329637.108247
5225.775,13.967,1539.62554866,125219.535522
5367.675,17.901,6400.10311049,106331.386381
5253.827,14.585,17779.5796584,114276.075954
5286.883,12.071,8323.2823034,143990.722022
5102.014,14.884,10451.7635042,161404.268444
5269.556,22.769,3985.17617895,198433.561534
5265.695,22.754,3982.01507653,198346.425619
5270.843,22.8,3987.22327694,198447.539842
4952.994,22.195,3265.40656878,175143.583042
6057.429,25.226,2851.12103935,164387.706614
5270.843,22.8,3987.22327694,198447.539842
4952.994,22.195,3265.40656878,175143.583042
4805.856,23.22,2851.12103935,164387.706614
5286.845,10.829,6092.95166188,66632.6772413
5293.627,11.019,5811.07246812,66081.3434287
5293.627,11.019,5811.07246812,66081.3434287
5302.872,13.983,9032.74771985,176524.364224
5331.027,11.725,5705.20729426,97745.8321941
5272.868,12.221,12317.2452718,108922.87178
6048.188,17.546,5958.42936949,192272.176717
5384.324,11.699,4875.0313156,59291.8646305
5316.258,12.367,5008.79268065,56910.4051744
4780.117,10.822,1652.66178476,54255.9962479
5338.909,37.432,21798.1876938,174705.723796
5279.89,12.238,3504.52707858,69203.892651
5270.222,12.247,3501.93273348,69208.6350687
5381.905,12.18,3502.57764204,69195.2149684
5381.905,12.18,3502.57764204,69195.2149684
5989.99,25.742,27996.8541471,262273.18022
5256.756,11.597,5172.69079602,168966.296274
5199.558,9.924,2776.51502517,43364.1484894
5550.045,14.213,6654.01755887,84147.2187937
5303.157,13.509,8279.55149609,101194.34825
5697.712,14.065,8139.04440401,103284.506627
5987.767,14.068,8139.04440401,103284.506627
5491.227,20.01,4696.25978838,314457.67004
5287.818,14.718,9012.81499671,195938.256577
5287.462,11.318,1556.14888648,79989.9383322
5308.809,20.176,10297.1817457,318776.744083
5334.593,15.807,1749.54035498,86365.7423367
5584.303,16.647,1084.25982569,158866.580064
5264.775,22.6,8461.29098793,182574.501776
6114.755,25.314,7646.38735687,180732.163511
5755.667,24.644,7451.96784376,174613.525995
6148.508,26.865,7395.99858251,182546.238768
5986.174,25.164,7317.87136386,169533.660534
5916.577,25.082,7317.87136386,169533.660534
5263.622,16.733,8098.83997134,258912.647675
5153.989,17.525,2853.08508278,205174.62795
5285.653,13.158,5097.32703653,94783.9422439
5394.826,12.57,10248.1109177,134507.668912
5616.797,15.864,2881.87664032,173494.566732
5371.433,9.778,1529.56727256,41594.3332496
5284.368,11.787,2916.20966722,97366.0414867
5555.124,12.167,1910.9389827,99531.6760408
5305.535,14.866,14609.3116501,143200.669164
5279.636,13.612,7284.85142203,120261.343334
5225.904,10.439,8873.60380322,59888.3156894
5288.347,32.333,15374.4417236,219254.303747
5313.979,13.406,8592.45851321,115898.751121
5298.649,11.438,2629.63688083,82536.111331
4904.288,11.824,5219.33599861,106552.058504
5477.204,9.932,1270.25852947,67048.0439197
5296.639,11.344,8811.00363912,76656.6570305
5298.717,11.342,8808.43471578,76629.6102413
4678.298,10.682,7224.70593497,68878.6787581
4850.562,11.002,7091.3303637,66852.05036
5269.147,11.356,8807.54549293,76631.2066996
5269.147,11.356,8807.54549293,76631.2066996
5280.235,12.32,2825.20575849,62401.3980059
5109.609,11.826,2488.42296495,62684.5216426
5301.882,12.983,8475.49417875,102457.267682
5286.46,14.332,26113.9247319,206878.407223
5283.236,14.322,26118.7146385,206906.668843
5284.794,14.336,26115.1964387,206887.8132
5164.053,14.396,26115.1964387,206887.8132
5260.502,18.011,17482.0015951,465667.368804
5299.293,12.658,6969.95817297,63837.8982276
5265.23,15.591,2474.25863686,144339.608335
5232.899,12.019,2947.58788648,72394.6712008
4670.448,10.653,3122.96969798,54545.1158908
5075.084,11.897,2655.7857956,66307.2970337
5068.976,11.907,2655.46038193,66307.5138163
5044.464,11.931,2656.81449531,66309.3066619
5068.976,11.907,2655.46038193,66307.5138163
5044.464,11.931,2656.81449531,66309.3066619
5471.759,12.597,9366.04436438,91599.7357025
5246.651,18.874,14796.914966,503820.925085
5844.078,12.961,5753.12032944,86023.7350225
5274.905,14.0,5996.0463895,101535.518936
5194.872,14.058,5853.99939358,99108.5687783
5248.381,14.054,5729.92125895,97740.9487101
5255.301,14.294,7917.13750908,133187.809061
5490.358,10.331,1232.35666335,36624.5192901
5277.696,10.9,1986.89316937,37725.9576608
5219.831,17.095,8467.49220713,100120.144502
5383.616,11.856,3941.99801188,76993.2499254
5051.842,11.819,1255.34608204,64948.2630496
5042.635,11.785,1268.71929382,64336.9807298
5129.515,14.826,6867.04976162,221562.403381
5266.589,10.908,1376.42521366,49107.9833865
5369.181,16.972,12940.7711916,279651.255456
5268.381,16.238,8279.58965008,193533.656235
5475.558,13.966,7544.84945326,154693.032173
5078.245,12.695,8275.0518456,70642.8012099
5258.903,21.391,14836.8584669,364340.112704
5520.388,12.719,3806.7675118,81160.3759663
5443.132,12.922,3271.80036183,79045.0415453
5809.464,14.719,9815.58504871,142848.230028
5154.934,12.873,8912.01229695,120463.651763
5091.913,12.779,7598.28663461,115368.826657
5091.913,12.779,7598.28663461,115368.826657
5119.971,8.679,8784.13438154,41877.6109036
5271.302,14.54,11871.4518473,188883.812797
5241.868,11.934,3897.02664358,62340.1353244
6077.144,18.302,4089.20570758,78383.7376777
5295.641,20.683,7779.49681939,152734.831682
5387.93,15.758,8237.57078027,146748.166578
5247.735,16.689,7411.23155177,195160.771553
5252.228,11.747,4216.52326545,70354.906391
5252.351,14.886,5557.32425027,201566.104302
4996.932,12.451,1925.90448699,109229.099891
5669.675,16.714,7228.62586281,147782.506188
6014.988,16.191,2030.74968376,135922.941002
5292.739,12.924,12817.7408523,132535.220546
5298.293,12.921,4925.1211783,109316.46405
5588.646,13.767,18753.7551515,100114.156986
5592.86,13.761,18755.5802339,100125.186272
5292.478,14.267,8197.0050053,128771.037694
5148.553,12.274,2329.61916961,91435.6721053
5295.476,14.455,13320.5657658,245143.662612
5225.565,24.87,6311.75066634,260693.829217
5266.134,19.924,13180.4363226,256568.136813
5256.292,12.027,7729.97522724,69574.4774707
5415.953,11.481,6883.14372066,60257.1101325
5112.852,11.557,6883.14372066,60257.1101325
5458.86,10.046,10184.0272609,59830.1904842
5649.049,29.712,27852.1562865,739394.036195
5283.072,11.361,97.2991521032,46324.5621827
5257.586,11.378,7240.06167574,68239.3452236
5216.148,11.401,7241.09406395,68238.410694
5231.464,11.068,3759.46775408,58692.4975399
5762.655,15.196,7404.83286443,180757.005678
5561.891,13.342,4697.42605823,104274.170435
5283.449,10.132,2400.66305812,46790.3956901
5570.28,13.259,9195.86776456,135549.180746
5098.114,15.059,11588.9344878,222833.00842
5264.892,9.724,5471.98540299,39199.1584077
5605.074,17.509,10474.9141318,280213.574511
6571.866,18.364,9558.40951477,271973.825105
5263.579,16.353,7345.79001761,229868.312903
5263.579,16.353,7345.79001761,229868.312903
5379.299,13.133,3574.18288466,48474.098753
5267.726,13.173,3815.42556873,47140.5586632
5273.727,12.484,21004.8260594,112601.293533
5298.578,13.696,5937.31394558,186674.294221
5245.202,25.661,36945.8995878,542280.517146
5101.779,28.369,35797.8340722,529311.258519
5223.241,9.771,5396.94823074,50315.8792586
5278.515,13.507,5053.84701923,143129.072782
5255.423,14.647,5405.09049162,123834.016567
5110.271,14.269,3892.75924256,107017.233128
5110.271,14.269,3892.75924256,107017.233128
5277.592,15.574,27241.7425189,329984.129457
5397.856,10.715,10275.9921211,63945.1570357
5306.428,16.511,15175.9190753,122297.226337
5234.585,11.972,5516.00213924,78986.3400966
5285.466,14.514,5454.44598599,179651.331096
5299.205,12.098,10110.6516657,87096.4415741
5275.24,11.668,12879.8005224,105763.188005
5241.422,10.852,1822.15270011,96352.2712356
4957.287,10.471,1163.66155823,94640.4542313
5294.347,11.885,7758.58987679,105071.542632
5264.901,10.533,5565.15295546,39659.0758882
5287.028,24.486,6746.47406833,252894.403994
5254.639,14.034,7534.59606643,157091.025894
4848.651,10.891,3988.58320642,95637.4885822
4848.651,10.891,3988.58320642,95637.4885822
5296.935,24.583,7706.12206626,336153.360812
5546.69,15.489,9164.77149706,96123.5289879
5540.225,15.109,2007.81452871,76372.5870106
5212.277,15.153,2007.81452871,76372.5870106
5263.1,16.697,14168.5789115,191578.002846
5265.806,11.887,6564.3083987,116743.446695
5256.137,12.124,4235.75596948,49868.6843578
5260.675,14.525,5050.78312763,97255.1305533
5276.063,12.612,9891.52190192,74998.7835042
5276.92,19.597,13990.2463853,411513.602273
5289.588,12.147,7321.38479531,87287.1000501
5478.47,12.457,6489.5324776,80621.0196371
5478.47,12.457,6489.5324776,80621.0196371
5268.626,10.775,2943.01577461,54605.4660548
5377.877,10.738,2943.19055683,54605.5054315
5224.48,11.702,6826.43060038,60313.0939392
5286.467,11.356,2055.2624666,100409.606565
5959.355,13.595,8558.59928401,199258.820071
5471.466,12.65,8080.22807017,89441.2165777
5326.263,18.436,4613.77560808,251893.317395
5820.791,16.826,6151.86881506,236925.171489
5590.941,15.174,7476.44301644,217267.764766
6491.073,19.064,9425.95023813,300332.383456
5337.934,9.724,8142.34500942,66857.5956183
5257.715,12.2,1777.19849215,104391.798887
5502.916,15.283,7146.85052647,207306.789582
5217.35,15.511,7143.37067044,207296.86547
4838.355,12.803,5305.69199803,143245.88263
6453.714,16.611,4554.07001102,128756.692973
6453.714,16.611,4554.07001102,128756.692973
5443.636,10.012,988.071510064,47856.8511452
5601.685,13.381,8253.24129264,101610.406826
5399.529,12.585,1199.29896427,85670.5848795
5087.114,13.821,613.267453889,108774.408807
5318.467,21.386,22428.5836718,457893.609267
5265.195,10.446,2435.51689005,42706.1149581
5495.574,9.563,739.79880427,39185.2941386
5285.728,16.245,9447.46888322,149329.620828
6007.748,18.774,8563.28957234,191707.909807
5890.847,19.004,8717.98233389,193187.988172
5273.413,15.094,7847.47614853,261613.904517
6001.247,18.416,5716.77788024,239250.169702
5082.966,16.641,6179.58050228,269986.889764
5371.744,13.256,6054.59314393,157975.287425
5272.638,13.018,6222.67337317,138213.230498
5279.311,17.707,8242.4242786,156427.424541
5281.351,19.885,16338.3356236,395129.723841
5356.556,9.22,2003.95765616,38175.2537903
5207.496,11.969,4713.46923879,92353.6395158
5145.594,22.5,10752.2766761,186842.049427
4884.006,21.481,10942.5199325,191495.107413
5279.731,12.295,4151.25856275,55904.1524638
5454.767,12.493,4105.64108071,61447.4935235
4837.05,11.389,4639.8450828,59626.9877481
4949.27,11.35,4639.8450828,59626.9877481
5555.228,16.071,5536.25044701,140569.423419
5678.172,15.749,7618.19725164,113206.991889
5472.571,11.582,7177.32871514,78999.6254127
5284.608,11.483,7934.72699034,81510.317434
5319.42,23.746,11790.8615121,225883.165139
5667.604,23.595,11789.5614683,225882.857609
5263.362,11.903,5748.45643548,57275.6811761
5728.741,18.355,4477.24521304,222011.730234
5283.598,18.076,4535.03892221,230483.480484
5082.158,16.801,5048.41841739,221670.194951
5275.894,12.358,7886.49193964,64259.7045378
5307.863,11.326,10650.8121715,69816.9611195
5267.641,11.247,7551.92061656,79105.8012111
4897.276,11.248,7423.0102136,75683.8211945
5291.741,12.866,10624.8469572,163589.117891
4975.967,12.499,7153.49496139,165011.370387
5294.59,12.526,6086.45797844,112102.629873
5303.399,16.244,10009.2712624,233611.835801
5290.011,12.022,12579.7079083,97616.2705311
5004.548,15.781,13837.3192811,232466.451319
5262.384,16.75,14599.9439667,240767.531943
5278.838,11.439,5661.89588477,83933.6843661
5279.19,11.191,7039.48342305,53088.2760572
5295.83,13.029,11786.8840186,83234.0744722
5856.377,14.406,11923.0024932,201634.323047
5277.015,9.572,1001.86750746,27882.3953163
5218.541,29.907,26180.096477,339723.360344
5247.461,20.958,19238.7581132,343538.914468
5175.049,12.088,7828.73980664,113939.971939
5282.576,10.823,4846.67750056,45137.9100546
5609.949,12.134,8785.88016636,129014.586422
4925.007,10.482,3855.5096212,49771.5266103
5266.43,12.129,7787.4166704,108054.093386
5277.747,11.573,4358.74604913,92381.0350372
5282.783,11.768,6572.10791982,75334.629157
5278.457,12.892,2625.30083891,112577.305148
5845.861,15.394,8408.54590689,157300.78106
5292.897,14.648,1997.25241131,106543.461786
5220.232,14.844,2285.58448105,121570.956868
5298.204,12.108,7971.45472978,135017.473448
5460.428,19.901,8040.14639011,298198.460531
5263.941,10.25,6703.71245449,42420.9669899
4806.148,15.32,15752.1991133,184549.392786
5466.643,16.266,22067.0889792,254546.740647
5606.788,15.495,7469.71104598,215913.509181
5502.801,12.739,10074.4932975,82802.3130131
5284.47,14.765,9691.75367044,184242.984766
4659.034,9.111,5925.65522848,53846.9512256
5265.72,11.457,9064.66770643,82591.4746353
5154.585,10.427,7287.01810206,64307.8069262
4644.477,10.578,7287.01810206,64307.8069262
5289.637,12.107,6202.5340654,82554.9048579
5426.795,12.697,6355.94894678,83114.0842788
5283.96,14.958,9009.00659229,97049.3438683
5346.53,10.291,4598.09843194,33165.5287889
5218.72,11.01,3492.879893,128529.88936
5062.127,11.043,3492.879893,128529.88936
5586.395,14.478,14487.9866254,242781.570733
